recommendation,review,timestamp_created,author
True,"🎯 Counter-Strike 2 – A nova era de um clássico competitivo
⏱️ Horas jogadas: centenas (inevitavelmente)
💣 Nota final: 8.7/10 – Um avanço técnico que ainda busca estabilidade competitiva

🧨 1. O que é CS2?
Counter-Strike 2 é a evolução direta de CS:GO, refeito na engine Source 2. Não é um reboot, mas uma migração técnica com impacto visual, sonoro e físico, além de ajustes na jogabilidade.

Tudo que era CS:GO (skins, configurações, rank, inventário) foi migrado. Mas, sob o capô, o jogo é muito mais moderno.

🎮 2. Jogabilidade: o mesmo núcleo, mas com mudanças importantes
A essência continua:

Duas equipes, terroristas vs contraterroristas.

Plantar ou desarmar a bomba.

Eliminar o time inimigo ou completar o objetivo.

Economia, trabalho em equipe, mira e comunicação são fundamentais.

Mas há mudanças relevantes, principalmente na sensação:

🔁 O que mudou:
Granadas de fumaça dinâmicas: agora são volumétricas e reagem a explosões, tiros e movimentação — adicionando profundidade tática.

Tickrate ""sub-tick"": atualizações entre ticks prometem mais precisão nos comandos (tiros, pulos, granadas), mesmo que o servidor rode a 64 tick.

Modelos redesenhados: movimentação de personagens está mais fluida e visualmente clara.

Som redesenhado: passos e ações têm novos efeitos, mais detalhados e realistas.

Mapas retrabalhados: clássicos como Mirage, Dust2, Nuke e Overpass ganharam novos visuais, iluminação e efeitos.

📌 Sensação geral: o jogo está mais responsivo, mais limpo visualmente, mas exige readaptação até dos veteranos.

🎨 3. Gráficos e áudio: um salto geracional
Gráficos:
Iluminação global com ray tracing em tempo real.

Texturas mais nítidas e detalhadas.

Reflexos realistas (em poças, vidros, metais).

Cores mais vivas e contraste refinado.

Mesmo com visuais melhorados, a Valve manteve a legibilidade visual, crucial para o competitivo.

Som:
Som 3D aprimorado, melhorando a noção de direção e distância.

Armas têm sons mais encorpados.

Passos em superfícies diferentes (madeira, água, metal) são bem distintos.

🎧 Nota: É essencial ajustar suas configs e fones para aproveitar esse novo áudio sem se atrapalhar.

🖥️ 4. Performance no PC – pontos altos e baixos
✅ Pontos positivos:
Melhor desempenho em GPUs modernas com a Source 2.

Visual incrível sem exigir uma máquina absurda (com as configs certas).

Várias opções de personalização gráfica.

❗ Pontos negativos (atualmente em abril de 2025):
Instabilidade de performance para alguns usuários, especialmente em sistemas AMD e setups mais antigos.

Algumas quedas de FPS em mapas mais pesados.

Bugs e travamentos pontuais (ainda sendo corrigidos pela Valve).

📌 Recomendação: Com uma RTX 2060 ou superior + SSD e 16GB RAM, o jogo roda bem em 1080p alto. Para 1440p competitivo, ideal é RTX 3060+ com ajustes.

🔁 5. Competitivo e matchmaking
O sistema de partidas foi reformulado:

CS Rating (Premier Mode): matchmaking por elo visível, baseado em desempenho.

Ranks tradicionais (MM clássico): ainda disponíveis.

Mapas por votação: você escolhe os mapas que quer jogar.

Anti-cheat VAC Live: detecta trapaças em tempo real e cancela partidas instantaneamente se um trapaceiro for pego.

Apesar das boas intenções, o anti-cheat ainda é criticado por ineficiência contra cheats mais complexos.

🎮 6. Skins, inventário e comunidade
Tudo que você tinha no CS:GO foi migrado para o CS2 — inclusive:

Skins

Cases

Stickers

Luvas e facas

Música de fundo

Sprays, agentes e grafites

E o melhor: as skins ficaram ainda mais bonitas na Source 2, com texturas mais nítidas e iluminação realista.

A comunidade continua forte com:

Workshop

Servidores comunitários

Modo deathmatch, casual, competitivo, etc.

✅ Pontos Fortes
✔️ Gráficos e som drasticamente melhorados
✔️ Fumaça dinâmica e novas físicas ampliam possibilidades táticas
✔️ Engine Source 2 permite mais fluidez e atualizações futuras
✔️ Inventário e conteúdo herdado do CS:GO intactos
✔️ Estrutura competitiva moderna e mais acessível

❌ Pontos Fracos
❌ Bugs e problemas de performance persistem em muitos setups
❌ Anti-cheat ainda falha contra cheaters mais sofisticados
❌ Curva de aprendizado alta para iniciantes
❌ Algumas decisões de balanceamento e hitreg ainda geram controvérsia

🧠 Conclusão
Counter-Strike 2 é uma evolução visual e técnica essencial para manter viva a maior franquia de FPS competitivo da história. Ele não revoluciona a fórmula — nem precisa — mas moderniza o suficiente para garantir mais uma década de vida.

Apesar de alguns tropeços no lançamento e problemas ainda em resolução, o potencial de CS2 como plataforma futura é enorme. E no PC, com os ajustes certos, a experiência é incrivelmente sólida, responsiva e viciante.

📌 Nota final: 8.7/10
📌 Recomendado para:

Veteranos do CS:GO que buscam um upgrade visual e mecânico

Jogadores competitivos que valorizam precisão e trabalho em equipe

Quem quer um FPS exigente, direto e com altíssimo nível de habilidade

“O clássico ficou mais bonito, mais rápido e ainda mais cruel.”",1745036938,76561199082482767
True,"画质碾压所有fps
",1745036788,76561199397696894
True,Hile çok,1745036766,76561199780657841
True,Хйня,1745036614,76561198278900183
True,go学长不会喊别人妈妈,1745036558,76561199782897314
True,VTGVGV,1745036552,76561199845712398
True,one of the best f2p fps game specially when you like classic their are many other games like valorant but cs2 gives a classic vibe,1745036548,76561199511393870
False,Почему обычные игроки мешают играть читерам,1745036488,76561198837930574
True,gshfs9,1745036373,76561199829887437
False,"АХАХХАХА, я не могу, это такой кал, даже не требующий описания, но огромное количество игорьков всё равно поедает его половниками, АХХАХА, и будет поедать дальше. Это так плохо, что даже хорошо! Геймплей на уровне 2004 года, графика из 2014, болт на игрока- бесценен! Габен, вот ты флексишь!",1745036286,76561199172775591
True,polecam mega gierka haha,1745036221,76561199845126039
False,"Juego rotisimo y con cada actualizacion queda peor

",1745036167,76561199096710719
True,"имба
",1745036125,76561199210923484
True,its every good game,1745036089,76561199076889330
True,играйте и жалуйтесь,1745036080,76561199195459507
True,mermi gitmiyo sikeceğim ama ha,1745036075,76561199266888618
True,孩子很喜欢吃，期待下一次购买,1745036053,76561199066348369
True,🔥🔥🔥🔥,1745036025,76561199833903584
True,很多时候我就在想，玩这个游戏的时候，我真的是快乐的吗？如果把这800个小时花在其他地方上，我的生活会不会有所改变呢？但我就是选择了在昏暗的房间里对着发光的屏幕，与匹配到的九个大汉激情互射。想起刚开始玩cs的日子：在对局中激动地把所有武器尝试一遍。记了很久的点位却因为变声期而羞于报点。刷了好久视频提现几块钱兴冲冲地去买几分钱的饰品。不知道什么时候开始，就像背古诗文一样记下几个道具，就像做数学题一样套用几个套路，一遍又一遍地把准星放在靶场bot的头上。开始对一起玩的朋友施加压力，开始一天10多把的天梯排位。就和别的所有事情一样，我也没在cs上取得任何成就。越来越架不住的枪、丢呲的道具、拼尽全力也无法赢下的残局。我喜欢cs这款游戏，我只是讨厌自己,1745035935,76561199004809055
True,qpro,1745035906,76561198874682821
True,vahue,1745035890,76561198197585074
True,好玩有意思值得一玩非常不错,1745035838,76561199491543558
True,"zsddfgvSg
",1745035735,76561199554649276
True,mine,1745035732,76561199735798578
True,Очень крутая и захватывающая игра с хорошей графикой и физикой рекомендую всем кто любит шутеры,1745035692,76561199659157837
True,very nice,1745035655,76561199368202251
True,"bastante bueno, muchos chiteros, conoci al amor de mi vida jugando a el",1745035650,76561199592984109
True,bodrio juego,1745035644,76561199235409770
False,terrible,1745035440,76561199098993366
True,The only game we installed steam for in the first place.,1745035388,76561198214889421
True,Pek anlayamadım ama çözünce güncelliyeceğim,1745035223,76561198042955912
True,zzzzzzz,1745035159,76561199033616143
True,"This is Counter-Strike, too.",1745035078,76561198401306095
True,反恐精英是一个非常好玩的游戏,1745035066,76561199702072857
True,w,1745035065,76561199653454018
True,Coso,1745034876,76561199134439815
True,"jogo muito bom, porem a quantidade de hackers acaba estragando o game, principalmente sem o prime, mas mesmo com ainda acabo caindo com bastante  cheaters",1745034870,76561198867844976
True,人生何处不青山,1745034743,76561198409632010
True,gg,1745034724,76561198350488740
True,Asmei,1745034647,76561199658007660
True,haowan,1745034634,76561198190375418
True,"https://steamcommunity.com/id/NaViZeus4430/inventory/#730_2_3236210620
https://steamcommunity.com/id/NaViZeus4430/inventory/#730_2_1905953149
https://steamcommunity.com/profiles/76561198031554200/inventory/#730_2_182020744",1745034616,76561198922660646
True,"牛
",1745034567,76561199818463812
True,i think good game,1745034522,76561199160758753
True,https://steamcommunity.com/id/donkgojo/inventory/#730_2_38824393696,1745034391,76561199513084272
True,"好玩
",1745034386,76561199555990412
False,"SÄMSTA SPEL JAG SPELAT, JÄVLA ÅSNOR",1745034364,76561199238665044
False,los servidores son muy malos,1745034318,76561199571890050
True,"simplemente jugar la saga de counter strike es divertida cuando te unes a un servidor de argentinos o chilenos,  la jugabilidad es buena y simple solo necesitas un buen pc para jugar bien y y comodo",1745034287,76561199525347849
True,"mt foda esse jogo
",1745034260,76561199275195597
True,w,1745034228,76561199010660736
True,好,1745034131,76561199705495304
True,"I lost to much money to cases. 10/10 will play more
",1745034040,76561199812773806
True,Cool,1745033968,76561199114285827
True,Круто обалдено и так далее вак за легальную крутилку круто,1745033936,76561199844037950
True,Mantapppppp,1745033805,76561199846032852
True,"Muito bom, principalmente jogar comp fechado. Oque caga é os hacker",1745033804,76561198352863622
True,"nice!
",1745033681,76561199060756739
True,"免费 特别是电人
",1745033552,76561199822638662
True,非常好~,1745033372,76561199836485717
False,CS:GO was much better. I wish they released CS:2 as a new game rather than replacing CS:GO.,1745033307,76561199177706461
True,damn,1745033131,76561199815797623
False,Já foi melhor...,1745033061,76561198121771560
False,GAVNO,1745033017,76561199529876177
True,great,1745032988,76561199837708299
True,https://steamcommunity.com/id/donkgojo/inventory/#730_2_41640713724,1745032872,76561199786692793
True,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈我是傻逼。,1745032751,76561198901679226
True,sim,1745032642,76561198849941022
True,爽,1745032557,76561199376370408
True,ok,1745032550,76561199647088695
True,瓦垃圾,1745032413,76561199849437266
True,игра на удивление лучше доты,1745032337,76561199497332462
True,amu,1745032285,76561199138517685
True,"Counter-Strike 2 (CS2) is an exciting evolution of the beloved first-person shooter franchise. Building on the solid foundation of its predecessor, CS:GO, CS2 offers improved graphics, smoother gameplay, and new features that enhance the overall experience.

One of the most noticeable upgrades is the stunning visual overhaul. The game now features more detailed environments and realistic effects, making each match more immersive. The gameplay remains true to the classic Counter-Strike style—fast-paced, strategic, and skill-based—yet the updates add a fresh feel that keeps it exciting for both new and veteran players.

The matchmaking system has been refined for better balance and quicker queue times, which is great for players eager to jump into action. Additionally, the weapon handling and movement feel more responsive, giving players a greater sense of control and precision.

Community features and customization options have also been expanded, allowing players to personalize their experience and connect more easily with others. The game’s sound design continues to be top-notch, providing crucial audio cues that can make the difference between victory and defeat.

Overall, CS2 successfully modernizes a classic while respecting its roots. It’s a must-try for fans of competitive shooters and anyone looking for a fast, tactical multiplayer experience. While it retains the core gameplay that made CS popular, the new visuals and improvements make it feel fresh and engaging.

In summary, Counter-Strike 2 is a fantastic update that offers both nostalgia and innovation. It’s definitely worth checking out!",1745032251,76561198871820622
True,"прикол в том, что и если ты купил прайм будут попадаться читеры, но выбор после повышения уровня, это неплохой способ заработка",1745032189,76561199497439378
True,muy bueno la verdad pero lo que le faltaria seria un buen rendimiento pero se los recomiendo y lo malo tambien xd es que soy pobre para tener skin :c,1745032147,76561199536182474
True,Best game ever made,1745032119,76561198841715042
True,JOGO PERFEITO POREM MUITOS HACKERS,1745032023,76561198163188121
False,Game with a lot retard player + cheater.,1745031840,76561198356020445
True,goooooood,1745031799,76561199149067135
True,好玩,1745031684,76561199848314795
True,thhgh,1745031630,76561199719668743
False,vac验证失败，尼玛的,1745031607,76561198995900731
True,太有实力了,1745031575,76561199597183785
True,a,1745031449,76561198339159227
True,不如瓦,1745031397,76561199704176334
True,g,1745031373,76561199780552091
True,好玩,1745031330,76561198443324146
True,和。里韩国官方，见附件一附近反复发客户都丢人方法和覅 放假放假看过看过。kglg/lg/klgougkhkhkhlhiopvbiv96  不 7土语他6 896 979707070改变伊育不管以后uuhoku-hou098 98097和67欧阳；呕就弄了那你可能那你,1745031302,76561199247901761
True,o,1745031105,76561199697682182
False,"this game doesn't care about its player base, it just cares about skin sales, when is valves anti-cheat going to be live? the world may never know, not saying everyone's a cheater out there, but i have watched plenty of demos of our games and there are plenty of cheaters out there. They try to hide as much as they can but thanks to xray vision you can easily tell when people have too much information. I suggest you play to gather boxes and sell them and save up to buy free games off of steam now. That seems to be the only positive note of this game, free steam money.",1745031094,76561198168929786
False,"Игра говна, просто мертвый калл, бухющего бомжа, читаки каждую вторую игру, мм зашел в первые за 2 месяца 95 прц дегают боты для фарма кейсов, в моей памяти валв это идинственная корпа которой так похуй на свой высер кривого кода татальный ахуй 10 неверлузов из 10",1745030806,76561199214596086
True,feuhcghdhgbsdjhkg,1745030735,76561199754262718
False,"игра говна))
",1745030727,76561199484081528
True,jeej ceeec,1745030665,76561198429285099
True,ruslarla dolu harika oyun (!),1745030601,76561199136627549
True,"gud gaem. cs2 update is good but missing some good content, some maps kinda suck from a design structure but overall great game well made",1745030586,76561198044346671
False,"This shit is a gd Casino, they only care about your money. DO NOT BUY ANYTHING",1745030580,76561199830719324
False,官方就不能管一下外挂吗？,1745030517,76561199680685756
False,麦片太多,1745030449,76561198984734690
True,"che
",1745030372,76561198966895698
False,Cheaters in every game every elo almost is insane fix VAC,1745030352,76561198294251489
True,to[,1745030258,76561199848922973
True,"Классная игра, потерял всех друзей на мираже❤️‍🩹 Нашел новых на эншинте. 0/10 зареганых пуль 🥹",1745030254,76561199202386679
True,ARFSS,1745030201,76561199846187210
True,"woyt ah minit moyt... off white, thanks. ahh yoo sayin iom ray cyst... moyt... moykes since oi gees... off white... iom ray cyst then",1745030093,76561198391805416
True,As soon as you start there is no more going back. And also if you play Valorant and u want to ungay yourself go ahead and download cs,1745030085,76561199683327000
True,bom,1745029992,76561198415348767
True,пж зарегай 2,1745029894,76561199624330482
True,哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇,1745029888,76561199440813706
True,very fun game,1745029840,76561198097210734
True,#FREECHECHENİA,1745029761,76561199830115881
True,很不错的游戏,1745029760,76561199796706750
True,very good,1745029733,76561199166921421
True,goood,1745029646,76561199409187644
True,mid,1745029620,76561198236009316
True,"Yeah I mean, it's alright",1745029506,76561198151841970
False,lleno de cheaters wachos ad h isaohdoasodjlaskdaLÑDSJslaKHLDJ,1745029339,76561199833631099
True,핵쟁이 아웃!!,1745029313,76561198371006609
False,"CSGO was great, then they shafted it. The fact that we can't play CSGO anymore makes it worse. I understand wanting to update the game, but forcing an update like Blizzard was a bad move imo. The game isn't completely terrible, just not an upgrade, and the servers still suck ass.",1745029284,76561198040870999
False,"J'ai 73h de jeu, malheureusement  de mon simple avis je deteste ce jeu. J'ai essayé plusieurs fois de joué (73h) c'est pas rien, mais j'ai rejoué a CSS et malheureusement  CSS est meilleur ! C'est sur il est moins bien codé et moins opti. mais en tant que gamer, plus de 500 jeu dans ma biblio console et plus de 300 jeu dans ma bibio pc. Autrement dit  je suis totalement objectif. J'ai grandit avec CSS, sa n'as aucun impact sur mon evaluation. CSS est meilleur que CS2 au niveau du FUN et du gameplay ! Je defie quiconque de me dire que CS2 est plus AMUSANT que CSS.",1745029219,76561198065339249
True,Duble W,1745029106,76561199489214971
True,good,1745029016,76561199759881979
True,Buen Juego,1745028995,76561199500509603
True,gostei,1745028974,76561199834879958
True,O jogo é bom só que metade dessa PORRA se da rage mas de tudo o jogo é bom,1745028952,76561199591634684
True,nullle爱玩❥(^_-),1745028781,76561199841449274
True,bom,1745028754,76561199221333157
True,"VERY FUN TO PLAY
",1745028663,76561199771855819
True,mto pika,1745028570,76561199474909586
True,"太好玩啦
",1745028519,76561199477048760
True,n-436,1745028496,76561199142035849
True,CS,1745028420,76561199728562733
True,TODO GENIAL,1745028305,76561199229723872
True,好玩，快玩,1745028297,76561199577039950
True,内容丰富，有趣。,1745028254,76561199833858822
True,legal,1745028207,76561199063411388
True,el mejor juego que probé en mi puta vida,1745028178,76561199546080238
False,Está lleno de hackers. En una misma partida habrá 3 o 4 con WallHack mínimo. Es un dolor en el culo jugar. 9/10 partidas tienen hackers.,1745028155,76561198001678324
True,GOOD,1745028076,76561199237699010
False,Симулятор    скрытопула,1745027960,76561199818424324
False,反作弊太差了,1745027841,76561198795984950
False,"fuck this game
",1745027803,76561199558338680
True,Excelente jogo.,1745027793,76561199843071413
True,"la mejor descarga que he hecho vengo del valorant y me parece mucho mejor la comunidad es menos infantil , aunque hay bastante chetos pero se disfruta mucho",1745027771,76561199567245420
True,...,1745027723,76561198999401378
True,额,1745027701,76561199785897461
True,im gay,1745027526,76561198257822947
True,666,1745027443,76561199513076799
True,我们打CS的都是“CS高玩”,1745027410,76561199647756531
False,Шикарная игра,1745027379,76561199817308908
False,Valve only care about degenerate gamblers,1745027332,76561198290316760
True,its alright,1745027268,76561199791920949
True,99% cheaterid and 1% clean players so cool,1745027241,76561199007475355
True,"很好玩
",1745027070,76561199699116569
True,Great game,1745026870,76561198069965632
True,最经典的fps游戏,1745026861,76561199511936656
True,oioioioioioioioi,1745026858,76561199319523680
True,HAHAHAHHAHAHAHHAHAHAHAA,1745026848,76561199634653610
True,самая лучшая игра в стим,1745026776,76561199440899131
True,7ti,1745026699,76561199045691229
True,atemporal <3,1745026658,76561199144569685
False,говно 2,1745026591,76561198930087359
True,gay,1745026577,76561199566199823
True,porno cp,1745026330,76561199838430192
True,Ce jeux est incr il tue valo tout les jours on part tous avec les meme items tt le monde est sur le mm pied et le system de skin est très bien.,1745026174,76561199418375776
False,Started playing seemed sweet at first then played 3 games on the run with people speed hacking aim hacking and god knows what..... what a shame,1745025951,76561199561410689
True,.,1745025841,76561199229898510
True,"100
",1745025797,76561199819477887
True,Good game,1745025758,76561199841507181
True,"[f[
",1745025743,76561199172712184
True,Top,1745025721,76561199835113060
True,ugt7g,1745025614,76561199642177194
True,davgushu,1745025582,76561199758269323
True,喜欢枪械,1745025440,76561199529946352
True,yyds,1745025424,76561199824936785
True,recomendo muito jogar mn so q problema tem os cara toxico so q e bom e so iginorar os toxico,1745025345,76561199500655355
True,),1745025154,76561198362644279
True,"Yeni gelmedik, geri geldik.",1745025132,76561197970497356
True,molto bello tattico difficile pero community tossica e insulti razziali molto spesso ma il gioco molto bello e gi passo molto tempo a giocare,1745025031,76561199809972382
True,nunca defrauda. Aguante el counter.,1745024655,76561199045457969
True,its  mint,1745024270,76561199798177668
True,full de cheaters arreglen esa basura,1745024269,76561199826776664
True,nice,1745024240,76561199638307554
True,GG,1745024229,76561199846251045
True,норм,1745024189,76561199834108461
True,W NFT Simulator,1745024146,76561198122731433
True,"best fps game of all time!!!!!!!!!
",1745024088,76561198883932624
True,Can i have a gold please Gaben next time a open a Killowatt Case ?,1745023907,76561199473175290
True,+++++++++++++++++++++++++++++++++++++++++++,1745023820,76561199544242081
True,tiro,1745023791,76561199094145420
False,"Staggering amount of Cheaters that will get away with it 99.9% of the time, not worth the hassle",1745023728,76561199124479603
True,a,1745023587,76561199826747394
True,好玩,1745023582,76561199206437567
True,ruuusian angry,1745023443,76561199844550949
True,^_^,1745023422,76561199643358245
True,"thx volvo for free cheast,xD
Gaaaabe.
Why guys?
wtf areu doing?
money?...yeah i know
ggg",1745023321,76561198987902082
True,the best,1745023245,76561198829109430
True,sehr gut,1745023215,76561198842335375
True,"很好的游戏，使我红色升温。
年轻的人儿，别碰开箱和汰换合同还有通行证。优先可买，每周掉落可回本。
",1745023175,76561199187941114
True,olufg,1745023160,76561199534838149
True,"Игра просто великолепная. Все проработано до малейшей детали. Очень удачно получилось сделать стрельбу. Пули залетают настолько реалистично, что за стенкой регает спокойно. Рекомендую не заходить в нее никогда.",1745023101,76561198017319001
True,Кайф,1745023094,76561199012203815
True,https://steamcommunity.com/id/kennyS-/inventory/#730_2_4168219401,1745022992,76561198823379015
False,"Un juego en que si jugas 1 partida 20 son contra chiteros, terrible


Edit: Le meti varias horas mas... Sigue igual, no puede ser que a casi un año de su salida siga igual de mal el anti cheat, y si de casualidad detecta al chitero le manda una suspension competitiva de 30min, no le mete vac, una ♥♥♥♥♥♥ de anti cheat.

Edit 2: no puede ser que en vez de banear a gente que usa hacks se pongan a banear bots de farmeo, ademas de agregar cajas y skins que nadie necesitaba, como se nota que les importa 3 hectareas de verga el juego o su comunidad todo lo que hacen lo hacen por la plata. Simplemente desarrolladores de ♥♥♥♥♥♥.",1745022942,76561198373779016
True,top,1745022885,76561198845165628
True,"gostei mto melhor jogo que eu ja joguei
",1745022883,76561199046764786
True,"fsdbrsvdebrgsvbsdgehr
",1745022807,76561199515093069
False,Matchmaking is so fucking Bad the Enemy team are fucking Pros and My Team HAVE a fucking Brainschaden,1745022727,76561199389761703
True,"si, lo que no me ha gustado de este producto son los brasileros
",1745022677,76561199051696664
False,гавно ебаное не регает нет античита,1745022657,76561199300166945
True,EL JUEGO MAS PIOLA QUE MANOCIE EN MI VIDA,1745022513,76561199133074162
True,"Potente
",1745022498,76561199226220988
True,ебать хуйня,1745022482,76561199776634521
True,drž píču,1745022383,76561199819048973
True,..,1745022360,76561198426524336
True,"o trem e bruto 
",1745022181,76561198895160281
True,nb,1745022097,76561199312834043
False,don't do it man,1745021969,76561198938373473
True,goated,1745021954,76561199413431410
True,豪丸,1745021866,76561199761140172
True,HvH,1745021854,76561199677459385
True,"juego de la re mier** me tocan todos cheateros y personas salidas de la jungle como Tarzán. Todos los problemas de lizzy tagliani están acá. eso si, el VS9 la re mueve pero no me puede eloboostear mas pq el juego es una re goma. vaaaaaaamo niueeeeeeeel",1745021847,76561198137202558
True, м,1745021845,76561199833768845
True,woowoo,1745021772,76561199653511653
False,"Ich hab dem Spiel wirklich lange zeit gegeben, sehr viel zeit investiert habe auf Premium gespielt und auf Faceit, das ist unglaublich wie viele cheater in dem spiel herumrennen, es werden sehr oft schüsse nicht registriert das spiel ist in meinen augen einfach nur fail ... schade für meine 800 stunden -.- ... das meiste davon ist Comp..'
Das spiel bekommt von mir auf keinen Fall eine empfehlung.",1745021513,76561197996347361
True,"Mt bao, pena que tem mt baiano",1745021496,76561198446920586
True,AI,1745021476,76561199821615264
True,"Bom para ficar com raiva, gostei",1745021449,76561199830392808
True,epico,1745021432,76561199089569791
True,Jogo bom mas que irrita kkkkk,1745021402,76561199826971023
True,"Lov this game,  thanks to my Boyfriend",1745021369,76561199657330213
True,muy bueno pero tiltea,1745021368,76561199845848417
True,mük,1745021316,76561199495527839
False,just deleted it if u not wanna lose ur time,1745021286,76561199472250666
True,hao,1745021131,76561199794755841
True,Is this counter strike too?,1745021059,76561199038092204
True,Best Game Ever !,1745020905,76561199831465082
True,"super game ....please add de_aztec and fy_iceword
-",1745020886,76561198383857911
True,bem top,1745020682,76561199429869830
True,Good game,1745020581,76561199837147595
True,"Why did you take away my achievements valve, WHY",1745020540,76561198049816410
True,to much cheater :c,1745020236,76561198378911846
True,就是很适合M和喜欢被吊打的人,1745020108,76561199833892741
True,"god
",1745020096,76561199152518174
False,gowno,1745020088,76561198086902652
True,awdaawda,1745019912,76561199680327323
True,.,1745019897,76561199078549641
True,nice,1745019889,76561198811141411
False,Trash gaame. Bring back CS:GO,1745019842,76561198342960179
False,muito hacker,1745019766,76561199609475526
True,хорошая графика,1745019667,76561199673726119
False,Why cant you fix your servers ? studder and lagg are so anoying its crazy =( couneter strike source are perfectly fine but countertrike 2 are only studder and issues -.- servers where much better back in the days then this. is it because its a free game or what is it ?,1745019627,76561197979106764
True,.,1745019549,76561199477878304
True,kozak,1745019493,76561198262923977
True,k,1745019484,76561199792712598
True,"Отличная игра! Все тимейты дружно обсуждают мою семью и рассказывают, как замечательно провели с ней время. А у противников такая высокая сенса, что они начинают крутиться и раздавать эйсы. Я буду стремиться к тому, чтобы стать таким же профессиональным игроком!",1745019373,76561199847367344
True,https://steamcommunity.com/profiles/76561198041683378/inventory/#730_2_38824393688,1745019144,76561199734792899
True,.,1745019128,76561199479851691
True,Играю давно очень крутая игра . ЛЕГЕНДА,1745019119,76561199066361883
True,g,1745019098,76561199183453110
True,"plusy: hodne rasismu, docela zabavne, malo femboy buziku
minusy: hodne rusaku, na hovno anti-cheat, prijdete o hodne mozkovych bunek, budete zavisli
zaver doporucuji na vlastni nebezpeci",1745018966,76561199243029070
True,Хорошая игра! Хорошо играется! Хорошие эмоции и впечатления! Всего хорошего!,1745018883,76561199209596078
True,a,1745018791,76561199485994104
True,classic..,1745018677,76561199847473226
True,...,1745018642,76561198993224809
True,gambnling yip[peee,1745018465,76561198447078538
True,nice,1745018452,76561199231642726
False,cheater,1745018416,76561198066276131
True,aa,1745018404,76561199092177300
True,harika,1745018323,76561199724304805
True,"norm igra, vse regaet w tochku",1745018290,76561199140534767
False,"juego de mierda
",1745018271,76561199223578217
True,"Jogo divertido; jogar com os amigos vale muito a pena, jogar com aleatórios nem tanto",1745018237,76561199813262839
True,good,1745018141,76561199829045904
False,"This game isn't even comparable to it's predecessor CS:GO. These are ENTIRELY different videogames.

The movement system has been reworked from the ground up.
Recoil system has been reworked from the ground up.
The cheating issue you hear people talking about isn't an exaggeration. Even with Prime 9/10 games will have atleast 1 cheater. The ratio is about 1/10 players is a cheater. You do the math. 

This game also disincentivizes you reporting people by lowering your ""trust factor"" when you report people. Meaning the more you report people. The worse teammates you get matched up with a similar low ""trust factor""

Valve thinks AI-assisted Overwatch system will fix the cheating issue when they rarely even address reports. 

I've probably seen 2 or 3 cheaters banned in my 185 hours. When i've met probably 80-100. Reported about as much as well. 

Honestly like unbiased perspective devils advocate this game isn't worth the price tag at it's current state.
I'm willing to accept an invasive anti-cheat system like Valorant uses if it means CS:2 is even 50% as good as CS:GO. This game actually hurts my feelings how far it's fallen from grace.",1745018115,76561199697495236
True,Zu 1.6 Zeiten sehr aktiv gespielt.Ich muss sagen CS2 ist sehr gelungen und macht mir immer noch Spaß!,1745018104,76561197976899253
True,крутая игра,1745017948,76561199771866807
True,"если хочется покалываний в попе, то норм",1745017882,76561199164260813
False,No,1745017829,76561198091465258
True,one of the best shooters i have ever played,1745017822,76561199330447622
False,"After all this years... Someone made a bad decison and now i got rubberbands and iam not able to fix it (my system hasn't changed for 3 years and it was smooth running, nether the network). GG to the fuckers who broked it xD have played it from 1.6, R.I.P",1745017543,76561198078031103
False,"Game crashes and refuses to open so I get a cool down, thank you CS2",1745017496,76561199052603718
True,figo ma non ai livelli di csgo,1745017484,76561199319373249
